BQ-00001 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03671 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03672 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03673 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03674 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03675 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03676 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03677 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03678 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03679 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03680 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03681 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03682 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03683 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03684 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03685 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03686 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03687 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03688 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03689 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03690 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03691 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03692 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03693 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03694 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03695 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03696 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03697 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03698 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03699 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03700 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03701 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03702 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03703 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03704 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03705 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03706 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03707 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03708 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03709 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03710 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03711 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03712 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03713 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03714 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03715 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03716 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03717 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03718 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03719 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03720 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03721 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03722 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03723 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03724 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03725 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03726 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03727 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03728 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03729 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03730 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03731 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03732 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03733 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03734 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03735 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03736 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03737 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03738 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03739 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03740 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03741 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03742 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03743 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03744 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03745 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03746 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03747 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03748 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03749 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03750 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03751 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03752 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03753 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03754 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03755 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03756 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03757 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03758 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03759 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03760 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03761 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03762 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03763 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03764 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03765 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03766 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03767 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03768 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03769 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03770 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03771 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03772 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03773 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03774 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03775 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03776 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03777 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03778 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03779 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03780 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03781 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03782 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03783 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03784 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03785 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03786 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03787 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03788 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03789 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03790 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03791 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03792 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03793 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03794 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03795 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03796 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03797 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03798 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-03799 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-03800 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
